Feature 1,Feature 2,Correlation
Area (Square Mile),under18Percent,0.394667634711883
youthOpportunity2019Percent,under18Percent,0.3940688121493486
demVotePercent2008,localSalesTaxRate,0.39308628435445836
repVotePercent2004,broadbandInternetAccess2019Percent,0.3928258317538599
PropertyValuationPerCapita,broadbandInternetAccess2022Percent,0.39251361181733585
demVotePercent2024,propertyTaxLevy,0.39135088943435364
Gdp2021,under18ChangeSince2014Percent,0.3907553659325034
numberOfFarms,under18ChangeSince2014Percent,0.3906499965360484
overDoseDeathsPerHundredThousand,medicaidEnrollmentExpansionPercent,0.39056526528373325
veteranPercent,over65in2024Percent,0.39021129257757947
gdp2022,under18ChangeSince2014Percent,0.3894969341385136
repVotePercent2012,over65ChangeSince2014Percent,0.3894631440842761
PropertyValuationPerCapita,broadbandInternetAccess2019Percent,0.38858080292578834
demVotePercent2008,medicaidEnrollmentTraditionalPercent,0.3879891326716143
demVotePercent2024,perCapitaIncome,0.3877786339892059
demVotePercent2024,perCapitaIncomeAsPercentofStatePCI,0.3877786339892059
propertyTaxTotalLevy,medianAgeChangePercent,0.3871842023629963
demVotePercent2008,childPovertyPercent,0.3865353666915025
medianAgeChangePercent,population,0.38583061580574907
medianAgeChangePercent,populationPercentOfState,0.3857948766417726
averageWeeklyWageAsPercentofStateAverage,under18Percent,0.3857436981132948
averageWeeklyWage,under18Percent,0.3857436981132948
PropertyValuationPerCapita,over65ChangeSince2014Percent,0.38477256762736245
drugOverdoseEmergenciesPerHundredThousand,foodInsecurity2021Percent,0.3847385406836054
propertyTaxLevy,foodInsecurity2022Percent,0.38452407236294467
repVotePercent2004,medianAge,0.383919410805146
repVotePercent2020,uninsuredResidents2021Percent,0.38314123661872507
k12Funding,medianAgeChangePercent,0.38167877643242926
PropertyValuationPerCapita,over65in2024Percent,0.38133403569062485
under18Percent,populationPercentOfState,0.3804641670295229
under18Percent,population,0.3804503469198654
preKEnrollment2022Percent,medianAge,0.3794727415269739
repVotePercent2020,over65in2024Percent,0.3792414153210991
demVotePercent2008,Gdp2021,0.3786636009704609
demVotePercent2008,gdp2022,0.3784954830122876
demVotePercent2016,k12FundingADM,0.37721238578636435
repVotePercent2024,over65in2024Percent,0.3770482954414639
puvDeferredShare,medicaidEnrollmentTraditionalPercent,0.37667424455845766
repVotePercent2000,computingDeviceAccess2022Percent,0.375895530196349
propertyTaxLevy,under18ChangeSince2014Percent,0.37523322162899714
propertyTaxLevy,foodInsecurity2021Percent,0.37457525213569803
demVotePercent2004,medicaidEnrollmentExpansionPercent,0.3743666262056169
youthOpportunity2019Percent,agriculturalLandAcres,0.37419560920219863
foodInsecurity2022Percent,over65ChangeSince2014Percent,0.3740173630989334
propertyTaxPerCapita,preKEnrollment2022Percent,0.3730054392504364
demVotePercent2012,localSalesTaxRate,0.37273442006261637
educationalAttainmentGoal2030,medianAgeChangePercent,0.3710146061393935
Gdp2021,under18Percent,0.3706731602495584
repVotePercent2008,over65ChangeSince2014Percent,0.36944486446906644
demVotePercent2004,localSalesTaxRate,0.36894567486170726
overDoseDeathsPerHundredThousand,foodInsecurity2021Percent,0.36879902670292525
adultsWithoutHSDiplomaPercent,under18Percent,0.36867264524871923
demVotePercent2024,propertyTaxRate,0.36835687833633923
gdp2022,under18Percent,0.3683265464610332
demVotePercent2012,under18Percent,0.36807355414990156
childPovertyPercent,agriculturalLandAcres,0.36788942926024554
foodInsecurity2022Percent,over65in2024Percent,0.3672055868643698
demVotePercent2004,youthOpportunity2019Percent,0.3668784584249811
PropertyValuationPerCapita,Gdp2021,0.3664459176915088
PropertyValuationPerCapita,gdp2022,0.36608444911486665
propertyTaxPerCapita,preKEnrollment2023Percent,0.36536707271266794
demVotePercent2024,Long,0.3647832375123634
foodInsecurity2021Percent,over65ChangeSince2014Percent,0.3641748103590572
demVotePercent2012,Gdp2021,0.36352131782609987
childPovertyPercent,under18Percent,0.36346408619264114
repVotePercent2004,numberOfFarms,0.3632679936069799
demVotePercent2012,gdp2022,0.36325870348956096
PropertyValuationPerCapita,medianAgeChangePercent,0.3630857478568558
repVotePercent2016,over65in2024Percent,0.3626728159457973
preKEnrollment2023Percent,over65in2024Percent,0.3618045810516469
youthOpportunity2022Percent,under18Percent,0.3615002045760519
Long,veteranPercent,0.36121554502593906
demVotePercent2008,k12Funding,0.3599077984099972
PropertyValuationPerCapita,propertyTaxTotalLevy,0.3598571216620503
propertyTaxPerCapita,medianAge,0.35916923935231454
puvDeferredShare,uninsuredResidents2021Percent,0.35888816058351497
repVotePercent2012,populationChangeSince2014,0.3584925889976195
drugOverdoseEmergenciesPerHundredThousand,foodInsecurity2022Percent,0.3582931750372763
preKEnrollment2023Percent,over65ChangeSince2014Percent,0.3567666052154305
demVotePercent2016,under18Percent,0.3563359305685151
propertyTaxPerCapita,gdp2022,0.3540212243007167
propertyTaxPerCapita,Gdp2021,0.35385807262193314
foodInsecurity2021Percent,over65in2024Percent,0.35364859048019703
PropertyValuationPerCapita,k12Funding,0.35268820426891856
uninsuredResidents2020Percent,preKEnrollment2023Percent,0.35187487668187384
puvValuationDeferred,k12FundingADM,0.3510861138463925
propertyTaxPerCapita,k12Funding,0.3502529801508829
propertyTaxRate,preKEnrollment2022Percent,0.3501000418661863
overDoseDeathsPerHundredThousand,foodInsecurity2022Percent,0.3498797590689941
repVotePercent2000,medianAge,0.34956908830140754
agriculturalLandChangeSince2017Percent,veteranPercent,0.34936717735087547
gdp2022,medianAgeChangePercent,0.3489779001064283
educationalAttainmentGoal2030,under18Percent,0.3485224755958256
Gdp2021,medianAgeChangePercent,0.3480864244097569
demVotePercent2012,youthOpportunity2022Percent,0.34754727690052556
demVotePercent2020,perCapitaIncome,0.34744306771379685
demVotePercent2020,perCapitaIncomeAsPercentofStatePCI,0.34744306771379685
puvValuationDeferred,under18Percent,0.3463617342832428
agriculturalLandChangeSince2017Percent,agriculturalLandAcres,0.3458688561372268
propertyTaxTotalLevy,propertyTaxPerCapita,0.3447210009352879
demVotePercent2012,youthOpportunity2019Percent,0.3442942938459862
uninsuredResidents2020Percent,youthOpportunity2019Percent,0.3438248651987538
repVotePercent2008,populationChangeSince2014,0.3432340636214201
demVotePercent2012,k12Funding,0.34317439498513685
demVotePercent2004,youthOpportunity2022Percent,0.3428929349171972
demVotePercent2008,propertyTaxTotalLevy,0.34282463185975903
repVotePercent2016,uninsuredResidents2021Percent,0.3422382459593663
Long,youthOpportunity2019Percent,0.3420373850993722
repVotePercent2024,uninsuredResidents2020Percent,0.3420070097705884
demVotePercent2008,educationalAttainmentGoal2030,0.34141642314301646
repVotePercent2004,computingDeviceAccess2019Percent,0.3407509424223435
numberOfFarmsChangeSince2017Percent,numberOfFarms,0.3402040646208279
demVotePercent2012,medicaidEnrollmentExpansionPercent,0.33839460754547396
Long,under18Percent,0.3367221515437792
demVotePercent2004,averageWeeklyWageAsPercentofStateAverage,0.3362285171249945
demVotePercent2004,averageWeeklyWage,0.3362285171249945
PropertyValuationPerCapita,educationalAttainmentGoal2030,0.33564168406017375
propertyTaxPerCapita,educationalAttainmentPercent,0.33563474580731284
localSalesTaxRate,perCapitaIncome,0.3352722672453922
localSalesTaxRate,perCapitaIncomeAsPercentofStatePCI,0.3352722672453922
propertyTaxTotalLevy,under18Percent,0.3345350376753428
k12Funding,under18Percent,0.33446709631040233
preKEnrollment2022Percent,veteranPercent,0.3342198644944635
demVotePercent2000,puvDeferredShare,0.33319926075613404
numberOfFarmsChangeSince2017Percent,populationChangeSince2014,0.3330029667918196
propertyTaxRate,under18ChangeSince2014Percent,0.33262905232503626
repVotePercent2012,over65in2024Percent,0.33165318251670994
demVotePercent2020,under18Percent,0.33144869963468054
demVotePercent2008,k12FundingADM,0.3310090461949878
medicaidEnrollmentExpansionPercent,agriculturalLandAcres,0.32947814369940487
repVotePercent2012,broadbandInternetAccess2022Percent,0.3291159484604349
demVotePercent2008,populationPercentOfState,0.3289813941774301
demVotePercent2008,population,0.3289517293555665
demVotePercent2012,propertyTaxTotalLevy,0.3276076046879455
puvValuationDeferred,numberOfFarmsChangeSince2017Percent,0.32732204005870447
overDoseDeathsPerHundredThousand,uninsuredResidents2020Percent,0.3272090739610073
demVotePercent2012,educationalAttainmentGoal2030,0.32656310267833066
demVotePercent2008,under18Percent,0.32648683927454425
demVotePercent2016,medicaidEnrollmentTraditionalPercent,0.3247026489901203
numberOfFarmsChangeSince2017Percent,medianAgeChangePercent,0.32408755101694603
repVotePercent2012,PropertyValuationPerCapita,0.322683359983359
uninsuredResidents2021Percent,over65ChangeSince2014Percent,0.32218125004298803
demVotePercent2016,childPovertyPercent,0.3214950843213231
repVotePercent2004,computingDeviceAccess2022Percent,0.32139866103304054
Area (Square Mile),populationPercentOfState,0.3210825426418059
Area (Square Mile),population,0.3209613920394117
numberOfFarms,population,0.3184691105284337
numberOfFarms,populationPercentOfState,0.3184519657336738
puvDeferredShare,uninsuredResidents2020Percent,0.3183597333316888
propertyTaxPerCapita,educationalAttainmentGoal2030,0.3182027712873086
Long,agriculturalLandChangeSince2017Percent,0.31685904743112553
demVotePercent2012,populationPercentOfState,0.3165990333757857
demVotePercent2012,population,0.31657434838849935
overDoseDeathsPerHundredThousand,medicaidEnrollmentTraditionalPercent,0.31640224610956136
demVotePercent2008,youthOpportunity2022Percent,0.3149512522183819
repVotePercent2012,numberOfFarms,0.31408366805251836
repVotePercent2000,PropertyValuationPerCapita,0.31341456725846667
preKEnrollment2023Percent,medianAge,0.3132890488206705
repVotePercent2008,broadbandInternetAccess2022Percent,0.31301739617737645
repVotePercent2024,foodInsecurity2022Percent,0.31267050334491897
medicaidEnrollmentExpansionPercent,under18ChangeSince2014Percent,0.3116188268212259
adultsWithoutHSDiplomaPercent,numberOfFarmsChangeSince2017Percent,0.3108374781457245
Lat,puvDeferredShare,0.3108162484413537
repVotePercent2008,over65in2024Percent,0.310610209129966
demVotePercent2008,youthOpportunity2019Percent,0.31026309547721953
propertyTaxPerCapita,over65in2024Percent,0.30999759857026493
demVotePercent2024,under18Percent,0.30997009053463187
localSalesTaxRate,k12FundingADM,0.3092031117686136
repVotePercent2020,uninsuredResidents2020Percent,0.3088236009963024
repVotePercent2012,broadbandInternetAccess2019Percent,0.30820390877258197
PropertyValuationPerCapita,preKEnrollment2023Percent,0.30818902192644965
demVotePercent2008,medicaidEnrollmentExpansionPercent,0.3079876646894934
educationalAttainmentPercent,numberOfFarms,0.3079360386611291
PropertyValuationPerCapita,populationPercentOfState,0.30789795566761663
PropertyValuationPerCapita,population,0.3076491354459598
demVotePercent2016,educationalAttainmentPercent,0.30759702126169525
repVotePercent2008,numberOfFarms,0.3073816748649477
localSalesTaxRate,under18Percent,0.3072433150342531
uninsuredResidents2020Percent,under18Percent,0.30586716053870094
Area (Square Mile),youthOpportunity2022Percent,0.30575523862019893
demVotePercent2024,puvValuationDeferred,0.30396029454262447
puvDeferredShare,medicaidEnrollmentExpansionPercent,0.30168574013573485
Long,childPovertyPercent,0.29976634559776105
localSalesTaxRate,medianAgeChangePercent,0.2996911420861854
demVotePercent2000,adultsWithoutHSDiplomaPercent,0.2976477047453891
Area (Square Mile),medicaidEnrollmentTraditionalPercent,0.29713951693096385
broadbandInternetAccess2022Percent,numberOfFarms,0.29623246027379735
repVotePercent2004,PropertyValuationPerCapita,0.2961326321904618
localSalesTaxRate,under18ChangeSince2014Percent,0.2960534898445985
demVotePercent2004,gdp2022,0.29529872722397765
demVotePercent2004,Gdp2021,0.2952922800359607
uninsuredResidents2021Percent,preKEnrollment2023Percent,0.29374181665514626
repVotePercent2024,preKEnrollment2023Percent,0.29294723920709004
uninsuredResidents2020Percent,youthOpportunity2022Percent,0.2925063524658989
foodInsecurity2021Percent,under18Percent,0.29236872342500286
Area (Square Mile),educationalAttainmentGoal2030,0.29224640392227813
repVotePercent2008,broadbandInternetAccess2019Percent,0.2906127185815707
demVotePercent2000,under18Percent,0.29028287600015584
under18ChangeSince2014Percent,populationChangeSince2014,0.2897507339989684
repVotePercent2008,PropertyValuationPerCapita,0.2896083776772261
youthOpportunity2019Percent,under18ChangeSince2014Percent,0.28920863019705906
Area (Square Mile),propertyTaxTotalLevy,0.2880798126353451
averageWeeklyWage,numberOfFarms,0.2876404485144055
averageWeeklyWageAsPercentofStateAverage,numberOfFarms,0.2876404485144055
drugOverdoseEmergenciesPerHundredThousand,youthOpportunity2019Percent,0.286531091513523
puvValuationDeferred,agriculturalLandChangeSince2017Percent,0.2864769577938975
demVotePercent2012,k12FundingADM,0.2864035380806685
demVotePercent2000,localSalesTaxRate,0.2851907553141395
propertyTaxLevy,preKEnrollment2022Percent,0.2847426952184739
Area (Square Mile),k12Funding,0.2844755456876871
uninsuredResidents2021Percent,youthOpportunity2019Percent,0.28361592707261685
propertyTaxPerCapita,over65ChangeSince2014Percent,0.28293197206483717
propertyTaxRate,agriculturalLandChangeSince2017Percent,0.2827693355475878
repVotePercent2012,uninsuredResidents2021Percent,0.28229070653367233
demVotePercent2000,agriculturalLandAcres,0.2821189890447127
repVotePercent2008,uninsuredResidents2021Percent,0.28188305988547696
repVotePercent2024,foodInsecurity2021Percent,0.28168534588587474
Long,under18ChangeSince2014Percent,0.2813331757641022
repVotePercent2000,medianAgeChangePercent,0.2810958927059468
demVotePercent2000,foodInsecurity2021Percent,0.2808347202618628
agriculturalLandChangeSince2017Percent,medianAgeChangePercent,0.2807687635897117
demVotePercent2016,under18ChangeSince2014Percent,0.2806974526144245
demVotePercent2004,k12FundingADM,0.2803033351312401
repVotePercent2000,puvValuationDeferred,0.28014531017496414
repVotePercent2016,PropertyValuationPerCapita,0.279429228171027
propertyTaxPerCapita,medianAgeChangePercent,0.2781773109295536
uninsuredResidents2020Percent,over65ChangeSince2014Percent,0.27793729171222537
foodInsecurity2022Percent,under18Percent,0.2773845514115089
uninsuredResidents2021Percent,over65in2024Percent,0.27696106032794104
veteranPercent,medianAge,0.2763504110368896
repVotePercent2024,preKEnrollment2022Percent,0.27556508261880497
computingDeviceAccess2019Percent,numberOfFarms,0.27553628607723113
foodInsecurity2022Percent,preKEnrollment2022Percent,0.2750728942093638
computingDeviceAccess2022Percent,numberOfFarms,0.2748460832908271
demVotePercent2020,under18ChangeSince2014Percent,0.2746377388555028
repVotePercent2016,uninsuredResidents2020Percent,0.2745234058174869
propertyTaxPerCapita,populationPercentOfState,0.27288385173479385
numberOfFarms,medianAgeChangePercent,0.2727902499230247
propertyTaxPerCapita,population,0.27251947896478174
educationalAttainmentGoal2030,numberOfFarms,0.2724418373024545
overDoseDeathsPerHundredThousand,under18Percent,0.2714827648974391
drugOverdoseEmergenciesPerHundredThousand,adultsWithoutHSDiplomaPercent,0.27119805270574177
childPovertyPercent,over65ChangeSince2014Percent,0.2711721491400352
PropertyValuationPerCapita,averageWeeklyWage,0.27049554603301085
PropertyValuationPerCapita,averageWeeklyWageAsPercentofStateAverage,0.27049554603301085
propertyTaxPerCapita,averageWeeklyWage,0.2701981652453766
propertyTaxPerCapita,averageWeeklyWageAsPercentofStateAverage,0.2701981652453766
PropertyValuationPerCapita,veteranPercent,0.2701944296646975
agriculturalLandChangeSince2017Percent,under18Percent,0.2698038105973765
demVotePercent2012,agriculturalLandAcres,0.2691455858167538
demVotePercent2016,youthOpportunity2022Percent,0.26880024643355266
demVotePercent2004,k12Funding,0.268652779930918
demVotePercent2024,under18ChangeSince2014Percent,0.2682226554189828
demVotePercent2020,puvValuationDeferred,0.26799457063484977
repVotePercent2016,populationChangeSince2014,0.26780424537481545
demVotePercent2004,under18Percent,0.26765363165217715
propertyTaxTotalLevy,numberOfFarms,0.26733728768905857
foodInsecurity2022Percent,agriculturalLandAcres,0.2666957902143577
puvDeferredShare,over65in2024Percent,0.26667917672251673
drugOverdoseEmergenciesPerHundredThousand,agriculturalLandChangeSince2017Percent,0.26594685785368233
demVotePercent2016,perCapitaIncomeAsPercentofStatePCI,0.265819171057342
demVotePercent2016,perCapitaIncome,0.265819171057342
repVotePercent2020,foodInsecurity2022Percent,0.2651959696362877
Long,preKEnrollment2023Percent,0.2649758092287679
childPovertyPercent,over65in2024Percent,0.26463671238970343
k12Funding,numberOfFarms,0.26424681035203695
puvDeferredShare,agriculturalLandChangeSince2017Percent,0.26374093330808135
broadbandInternetAccess2019Percent,numberOfFarms,0.26277646829499607
demVotePercent2012,under18ChangeSince2014Percent,0.2627283797105336
k12FundingADM,medianAge,0.26233064386833177
propertyTaxRate,preKEnrollment2023Percent,0.26175575135652357
adultsWithoutHSDiplomaPercent,agriculturalLandChangeSince2017Percent,0.2616720858464677
youthOpportunity2022Percent,under18ChangeSince2014Percent,0.26153718908460605
repVotePercent2020,preKEnrollment2023Percent,0.260382661558258
medicaidEnrollmentExpansionPercent,over65ChangeSince2014Percent,0.25987270862905587
repVotePercent2004,over65ChangeSince2014Percent,0.2596575847288998
repVotePercent2012,computingDeviceAccess2019Percent,0.25952181160979315
Area (Square Mile),medicaidEnrollmentExpansionPercent,0.258534097756303
drugOverdoseEmergenciesPerHundredThousand,uninsuredResidents2020Percent,0.25849632774251324
repVotePercent2016,numberOfFarms,0.2578206443589112
drugOverdoseEmergenciesPerHundredThousand,youthOpportunity2022Percent,0.2578015847161126
demVotePercent2000,preKEnrollment2022Percent,0.25774142830089314
overDoseDeathsPerHundredThousand,youthOpportunity2019Percent,0.2574979133043974
demVotePercent2016,agriculturalLandAcres,0.25705453640461046
demVotePercent2004,puvDeferredShare,0.25697064498252487
agriculturalLandChangeSince2017Percent,under18ChangeSince2014Percent,0.25668492329387155
Area (Square Mile),Gdp2021,0.256434970309419
perCapitaIncome,numberOfFarms,0.2561858419708508
perCapitaIncomeAsPercentofStatePCI,numberOfFarms,0.2561858419708508
propertyTaxLevy,agriculturalLandChangeSince2017Percent,0.25606360604963607
demVotePercent2000,foodInsecurity2022Percent,0.25597545258027254
Area (Square Mile),gdp2022,0.2559734629232647
drugOverdoseEmergenciesPerHundredThousand,numberOfFarms,0.2559391549878013
numberOfFarmsChangeSince2017Percent,under18ChangeSince2014Percent,0.2546262604240426
foodInsecurity2021Percent,preKEnrollment2022Percent,0.2516516679910146
medicaidEnrollmentExpansionPercent,over65in2024Percent,0.25129159974671406
numberOfFarmsChangeSince2017Percent,under18Percent,0.2508000008752199
demVotePercent2004,propertyTaxTotalLevy,0.2507249038951438
repVotePercent2024,overDoseDeathsPerHundredThousand,0.2501228847229447
uninsuredResidents2021Percent,youthOpportunity2022Percent,0.2498171093096078
repVotePercent2012,computingDeviceAccess2022Percent,0.24958556442837665
repVotePercent2004,medianAgeChangePercent,0.2483928897371427
Area (Square Mile),youthOpportunity2019Percent,0.24761676204764674
drugOverdoseEmergenciesPerHundredThousand,Gdp2021,0.24748851987767964
demVotePercent2004,educationalAttainmentGoal2030,0.24709347693447908
uninsuredResidents2020Percent,preKEnrollment2022Percent,0.24685122211595834
drugOverdoseEmergenciesPerHundredThousand,gdp2022,0.24610441500134778
drugOverdoseEmergenciesPerHundredThousand,childPovertyPercent,0.24592053076611364
drugOverdoseEmergenciesPerHundredThousand,populationPercentOfState,0.24539939601258853
drugOverdoseEmergenciesPerHundredThousand,population,0.24531259485290205
adultsWithoutHSDiplomaPercent,preKEnrollment2023Percent,0.24492075734062171
repVotePercent2020,preKEnrollment2022Percent,0.24490497234423406
agriculturalLandChangeSince2017Percent,populationChangeSince2014,0.2442203789950853
localSalesTaxRate,numberOfFarms,0.24330805118598192
numberOfFarms,under18Percent,0.2426866533942947
demVotePercent2004,foodInsecurity2021Percent,0.24176970822720192
repVotePercent2020,numberOfFarms,0.24168963233848573
drugOverdoseEmergenciesPerHundredThousand,numberOfFarmsChangeSince2017Percent,0.24157120160663625
Area (Square Mile),adultsWithoutHSDiplomaPercent,0.24041368306022587
demVotePercent2004,adultsWithoutHSDiplomaPercent,0.23950895271394046
repVotePercent2000,over65ChangeSince2014Percent,0.23937080726236284
repVotePercent2020,overDoseDeathsPerHundredThousand,0.2374198854704281
uninsuredResidents2021Percent,preKEnrollment2022Percent,0.23697370340723237
repVotePercent2008,computingDeviceAccess2019Percent,0.2368524943437186
demVotePercent2008,agriculturalLandAcres,0.2367182130257141
repVotePercent2020,foodInsecurity2021Percent,0.2366983959997595
broadbandInternetAccess2019Percent,under18ChangeSince2014Percent,0.2364513173511984
demVotePercent2016,youthOpportunity2019Percent,0.2357412931346121
demVotePercent2020,medicaidEnrollmentTraditionalPercent,0.23525539243385674
demVotePercent2000,preKEnrollment2023Percent,0.23519949033945597
demVotePercent2016,medicaidEnrollmentExpansionPercent,0.2348679962757762
demVotePercent2024,propertyTaxPerCapita,0.2345400336376983
puvDeferredShare,over65ChangeSince2014Percent,0.23331059587941563
Lat,propertyTaxLevy,0.233155448382968
repVotePercent2016,preKEnrollment2023Percent,0.23302048895300254
repVotePercent2004,puvValuationDeferred,0.23169009065191729
foodInsecurity2021Percent,veteranPercent,0.2297519718712128
foodInsecurity2021Percent,preKEnrollment2023Percent,0.22964734624250327
agriculturalLandChangeSince2017Percent,populationPercentOfState,0.22840997424835896
puvValuationDeferred,PropertyValuationPerCapita,0.22839038222023067
medicaidEnrollmentExpansionPercent,veteranPercent,0.22838540085334663
agriculturalLandChangeSince2017Percent,population,0.22824005478499645
demVotePercent2000,averageWeeklyWageAsPercentofStateAverage,0.22817182902995717
demVotePercent2000,averageWeeklyWage,0.22817182902995717
demVotePercent2020,childPovertyPercent,0.22769536711743793
broadbandInternetAccess2019Percent,numberOfFarmsChangeSince2017Percent,0.22728347363336246
Long,preKEnrollment2022Percent,0.22650821989725328
demVotePercent2000,Area (Square Mile),0.22647971733668043
adultsWithoutHSDiplomaPercent,under18ChangeSince2014Percent,0.22622969333335222
puvDeferredShare,medianAge,0.22574437725959068
overDoseDeathsPerHundredThousand,uninsuredResidents2021Percent,0.22568531544545317
repVotePercent2008,computingDeviceAccess2022Percent,0.22556881932434536
veteranPercent,under18Percent,0.22467232961691386
averageWeeklyWageAsPercentofStateAverage,numberOfFarmsChangeSince2017Percent,0.22416077375435747
averageWeeklyWage,numberOfFarmsChangeSince2017Percent,0.22416077375435747
repVotePercent2004,uninsuredResidents2021Percent,0.2239632412722646
foodInsecurity2022Percent,preKEnrollment2023Percent,0.22380511528030153
repVotePercent2024,drugOverdoseEmergenciesPerHundredThousand,0.22357189097636096
uninsuredResidents2020Percent,over65in2024Percent,0.22348657684494871
demVotePercent2024,medianAgeChangePercent,0.22319483967673123
demVotePercent2008,under18ChangeSince2014Percent,0.2230069963422018
broadbandInternetAccess2022Percent,under18ChangeSince2014Percent,0.22295714313208984
averageWeeklyWage,agriculturalLandChangeSince2017Percent,0.22229732430540466
averageWeeklyWageAsPercentofStateAverage,agriculturalLandChangeSince2017Percent,0.22229732430540466
foodInsecurity2021Percent,agriculturalLandAcres,0.22227779232266945
preKEnrollment2022Percent,childPovertyPercent,0.22214620225784923
demVotePercent2020,propertyTaxPerCapita,0.22210083418555326
PropertyValuationPerCapita,preKEnrollment2022Percent,0.22186830635153187
demVotePercent2004,populationPercentOfState,0.22178482554368883
demVotePercent2004,population,0.22164260600202595
Long,Area (Square Mile),0.2214018886664925
Long,propertyTaxPerCapita,0.22111364110034049
repVotePercent2024,veteranPercent,0.22108276455572215
Gdp2021,agriculturalLandChangeSince2017Percent,0.2205809881768572
demVotePercent2004,foodInsecurity2022Percent,0.22019196169922023
demVotePercent2004,agriculturalLandAcres,0.22014161557779166
youthOpportunity2019Percent,preKEnrollment2022Percent,0.2196302715444579
educationalAttainmentGoal2030,agriculturalLandChangeSince2017Percent,0.21940040390225982
gdp2022,agriculturalLandChangeSince2017Percent,0.21929871843145257
repVotePercent2016,overDoseDeathsPerHundredThousand,0.21896253057104512
overDoseDeathsPerHundredThousand,under18ChangeSince2014Percent,0.21866575794831497
repVotePercent2004,drugOverdoseEmergenciesPerHundredThousand,0.21857939667217796
repVotePercent2020,drugOverdoseEmergenciesPerHundredThousand,0.21817741079156738
numberOfFarmsChangeSince2017Percent,agriculturalLandAcres,0.21809788741822994
demVotePercent2008,educationalAttainmentPercent,0.21763102655896868
drugOverdoseEmergenciesPerHundredThousand,educationalAttainmentGoal2030,0.2174506781369887
demVotePercent2008,Lat,0.217057572322488
k12Funding,agriculturalLandChangeSince2017Percent,0.21671837328165985
demVotePercent2016,agriculturalLandChangeSince2017Percent,0.21663690373962582
demVotePercent2024,agriculturalLandChangeSince2017Percent,0.21655707522291404
propertyTaxPerCapita,populationChangeSince2014,0.2165212949457931
repVotePercent2016,broadbandInternetAccess2022Percent,0.21632183542566571
demVotePercent2000,Gdp2021,0.21613597045029237
demVotePercent2020,agriculturalLandChangeSince2017Percent,0.2159596523554236
demVotePercent2000,gdp2022,0.21582851788223884
uninsuredResidents2021Percent,under18Percent,0.21556042697084238
propertyTaxTotalLevy,drugOverdoseEmergenciesPerHundredThousand,0.21528611335343262
childPovertyPercent,agriculturalLandChangeSince2017Percent,0.2144302816396673
repVotePercent2020,PropertyValuationPerCapita,0.2138239686227887
demVotePercent2016,puvValuationDeferred,0.21370208746103792
propertyTaxPerCapita,computingDeviceAccess2022Percent,0.21365849024554823
propertyTaxPerCapita,computingDeviceAccess2019Percent,0.21365590861435377
Long,medicaidEnrollmentTraditionalPercent,0.2130279407032168
foodInsecurity2022Percent,veteranPercent,0.21290147501067774
educationalAttainmentPercent,numberOfFarmsChangeSince2017Percent,0.21263835779475151
k12FundingADM,over65in2024Percent,0.21240058431479514
Area (Square Mile),overDoseDeathsPerHundredThousand,0.21230235506205872
repVotePercent2004,over65in2024Percent,0.2122350480441695
demVotePercent2012,adultsWithoutHSDiplomaPercent,0.21205377824459937
demVotePercent2000,agriculturalLandChangeSince2017Percent,0.2119946340516761
gdp2022,numberOfFarms,0.21179694971263593
youthOpportunity2019Percent,preKEnrollment2023Percent,0.21174548639939572
Gdp2021,numberOfFarms,0.2116557657875446
propertyTaxTotalLevy,agriculturalLandChangeSince2017Percent,0.2115965961618702
demVotePercent2000,propertyTaxPerCapita,0.21123037065709657
demVotePercent2008,adultsWithoutHSDiplomaPercent,0.21099133534146877
foodInsecurity2022Percent,medianAge,0.210704118348709
over65in2024Percent,medianAgeChangePercent,0.21027298986408377
repVotePercent2008,uninsuredResidents2020Percent,0.21023790551471644
localSalesTaxRate,computingDeviceAccess2019Percent,0.20991879099894478
demVotePercent2024,computingDeviceAccess2019Percent,0.20970878882935304
repVotePercent2024,numberOfFarms,0.20951081173885486
localSalesTaxRate,broadbandInternetAccess2019Percent,0.2088940673323226
Lat,preKEnrollment2022Percent,0.2088700980408193
computingDeviceAccess2019Percent,agriculturalLandChangeSince2017Percent,0.20877333578090312
repVotePercent2008,drugOverdoseEmergenciesPerHundredThousand,0.20846314277008382
repVotePercent2012,uninsuredResidents2020Percent,0.20843134038979755
uninsuredResidents2020Percent,agriculturalLandAcres,0.20832343053924124
drugOverdoseEmergenciesPerHundredThousand,k12Funding,0.20831928206654302
demVotePercent2012,Area (Square Mile),0.20757548045985982
computingDeviceAccess2022Percent,numberOfFarmsChangeSince2017Percent,0.2073172483100144
broadbandInternetAccess2019Percent,agriculturalLandChangeSince2017Percent,0.20707986326189487
overDoseDeathsPerHundredThousand,youthOpportunity2022Percent,0.2069262768104873
demVotePercent2020,agriculturalLandAcres,0.20637825553908892
repVotePercent2012,medianAgeChangePercent,0.2058066545036655
demVotePercent2004,propertyTaxPerCapita,0.2058007708409742
propertyTaxPerCapita,adultsWithoutHSDiplomaPercent,0.20499255154403007
numberOfFarms,agriculturalLandChangeSince2017Percent,0.2043462512999046
puvValuationDeferred,propertyTaxPerCapita,0.20397039168521244
repVotePercent2000,drugOverdoseEmergenciesPerHundredThousand,0.20369559809027654
uninsuredResidents2021Percent,medianAge,0.20368155320469916
