Feature 1,Feature 2,Correlation
preKEnrollment2022Percent,over65ChangeSince2014Percent,0.40534630984398606
puvDeferredShare,foodInsecurity2021Percent,0.4030933185228821
propertyTaxTotalLevy,under18ChangeSince2014Percent,0.4024767237900158
propertyTaxRate,foodInsecurity2021Percent,0.4019940413841721
gdp2022,broadbandInternetAccess2022Percent,0.40122692707689167
drugOverdoseEmergenciesPerHundredThousand,medicaidEnrollmentExpansionPercent,0.40063497608719445
k12Funding,under18ChangeSince2014Percent,0.4006150042295669
propertyTaxRate,agriculturalLandAcres,0.40048872871518554
Gdp2021,broadbandInternetAccess2022Percent,0.40021821499697563
PropertyValuationPerCapita,medianAge,0.40013869731374485
propertyTaxRate,foodInsecurity2022Percent,0.39761216469862837
averageWeeklyWageAsPercentofStateAverage,medianAgeChangePercent,0.39712844349426835
averageWeeklyWage,medianAgeChangePercent,0.39712844349426835
gdp2022,populationChangeSince2014,0.3969816051958378
Gdp2021,populationChangeSince2014,0.3961237517004047
numberOfFarms,populationChangeSince2014,0.39580402962978506
PropertyValuationTotal,medianAgeChangePercent,0.3953600579805107
childPovertyTotal,populationChangeSince2014,0.3951408215248391
overDoseDeathsTotal,k12FundingADM,0.39498908015874223
Area (Square Mile),under18Percent,0.394667634711883
youthOpportunity2019Percent,under18Percent,0.3940688121493486
PropertyValuationPerCapita,broadbandInternetAccess2022Percent,0.39251361181733585
Gdp2021,under18ChangeSince2014Percent,0.3907553659325034
numberOfFarms,under18ChangeSince2014Percent,0.3906499965360484
overDoseDeathsPerHundredThousand,medicaidEnrollmentExpansionPercent,0.39056526528373325
veteranPercent,over65in2024Percent,0.39021129257757947
gdp2022,under18ChangeSince2014Percent,0.3894969341385136
drugOverdoseEmergenciesTotal,k12FundingADM,0.3891714426008938
childPovertyTotal,computingDeviceAccess2022Percent,0.38880319286046156
PropertyValuationPerCapita,broadbandInternetAccess2019Percent,0.38858080292578834
propertyTaxTotalLevy,medianAgeChangePercent,0.3871842023629963
medianAgeChangePercent,population,0.38583061580574907
medianAgeChangePercent,populationPercentOfState,0.3857948766417726
averageWeeklyWage,under18Percent,0.3857436981132948
averageWeeklyWageAsPercentofStateAverage,under18Percent,0.3857436981132948
PropertyValuationPerCapita,over65ChangeSince2014Percent,0.38477256762736245
drugOverdoseEmergenciesPerHundredThousand,foodInsecurity2021Percent,0.3847385406836054
propertyTaxLevy,foodInsecurity2022Percent,0.38452407236294467
k12Funding,medianAgeChangePercent,0.38167877643242926
PropertyValuationPerCapita,over65in2024Percent,0.38133403569062485
under18Percent,populationPercentOfState,0.3804641670295229
under18Percent,population,0.3804503469198654
preKEnrollment2022Percent,medianAge,0.3794727415269739
puvDeferredShare,medicaidEnrollmentTraditionalPercent,0.37667424455845766
propertyTaxLevy,under18ChangeSince2014Percent,0.37523322162899714
propertyTaxLevy,foodInsecurity2021Percent,0.37457525213569803
youthOpportunity2019Percent,agriculturalLandAcres,0.37419560920219863
foodInsecurity2022Percent,over65ChangeSince2014Percent,0.3740173630989334
PropertyValuationTotal,under18ChangeSince2014Percent,0.37393026717587774
propertyTaxPerCapita,preKEnrollment2022Percent,0.3730054392504364
educationalAttainmentGoal2030,medianAgeChangePercent,0.3710146061393935
Gdp2021,under18Percent,0.3706731602495584
PropertyValuationTotal,propertyTaxPerCapita,0.36989794660937864
overDoseDeathsPerHundredThousand,foodInsecurity2021Percent,0.36879902670292525
adultsWithoutHSDiplomaPercent,under18Percent,0.36867264524871923
gdp2022,under18Percent,0.3683265464610332
childPovertyPercent,agriculturalLandAcres,0.36788942926024554
foodInsecurity2022Percent,over65in2024Percent,0.3672055868643698
overDoseDeathsTotal,numberOfFarms,0.3668716837570171
PropertyValuationPerCapita,Gdp2021,0.3664459176915088
PropertyValuationPerCapita,gdp2022,0.36608444911486665
propertyTaxPerCapita,preKEnrollment2023Percent,0.36536707271266794
foodInsecurity2021Percent,over65ChangeSince2014Percent,0.3641748103590572
childPovertyPercent,under18Percent,0.36346408619264114
PropertyValuationPerCapita,medianAgeChangePercent,0.3630857478568558
k12FundingADM,childPovertyTotal,0.36261123615700513
preKEnrollment2023Percent,over65in2024Percent,0.3618045810516469
youthOpportunity2022Percent,under18Percent,0.3615002045760519
Long,veteranPercent,0.36121554502593906
overDoseDeathsTotal,drugOverdoseEmergenciesPerHundredThousand,0.36009707815017145
PropertyValuationPerCapita,propertyTaxTotalLevy,0.3598571216620503
propertyTaxPerCapita,medianAge,0.35916923935231454
puvDeferredShare,uninsuredResidents2021Percent,0.35888816058351497
drugOverdoseEmergenciesPerHundredThousand,foodInsecurity2022Percent,0.3582931750372763
adultsWithoutHSDiplomaTotal,medianAgeChangePercent,0.357603327652364
preKEnrollment2023Percent,over65ChangeSince2014Percent,0.3567666052154305
propertyTaxPerCapita,gdp2022,0.3540212243007167
propertyTaxPerCapita,Gdp2021,0.35385807262193314
foodInsecurity2021Percent,over65in2024Percent,0.35364859048019703
Area (Square Mile),overDoseDeathsTotal,0.353140167973732
PropertyValuationPerCapita,k12Funding,0.35268820426891856
overDoseDeathsTotal,medianAgeChangePercent,0.35255275315468304
uninsuredResidents2020Percent,preKEnrollment2023Percent,0.35187487668187384
puvValuationDeferred,k12FundingADM,0.3510861138463925
propertyTaxPerCapita,k12Funding,0.3502529801508829
propertyTaxRate,preKEnrollment2022Percent,0.3501000418661863
overDoseDeathsPerHundredThousand,foodInsecurity2022Percent,0.3498797590689941
agriculturalLandChangeSince2017Percent,veteranPercent,0.34936717735087547
gdp2022,medianAgeChangePercent,0.3489779001064283
educationalAttainmentGoal2030,under18Percent,0.3485224755958256
Gdp2021,medianAgeChangePercent,0.3480864244097569
drugOverdoseEmergenciesTotal,numberOfFarms,0.34741547526188454
puvValuationDeferred,under18Percent,0.3463617342832428
agriculturalLandChangeSince2017Percent,agriculturalLandAcres,0.3458688561372268
Area (Square Mile),childPovertyTotal,0.345861685687038
propertyTaxTotalLevy,propertyTaxPerCapita,0.3447210009352879
uninsuredResidents2020Percent,youthOpportunity2019Percent,0.3438248651987538
Long,youthOpportunity2019Percent,0.3420373850993722
numberOfFarmsChangeSince2017Percent,numberOfFarms,0.3402040646208279
drugOverdoseEmergenciesTotal,medianAgeChangePercent,0.3381185539475554
Long,under18Percent,0.3367221515437792
PropertyValuationPerCapita,educationalAttainmentGoal2030,0.33564168406017375
propertyTaxPerCapita,educationalAttainmentPercent,0.33563474580731284
localSalesTaxRate,perCapitaIncomeAsPercentofStatePCI,0.3352722672453922
localSalesTaxRate,perCapitaIncome,0.3352722672453922
adultsWithoutHSDiplomaTotal,numberOfFarms,0.33510305641118515
propertyTaxTotalLevy,under18Percent,0.3345350376753428
k12Funding,under18Percent,0.33446709631040233
preKEnrollment2022Percent,veteranPercent,0.3342198644944635
numberOfFarmsChangeSince2017Percent,populationChangeSince2014,0.3330029667918196
drugOverdoseEmergenciesPerHundredThousand,childPovertyTotal,0.3326775068884959
propertyTaxRate,under18ChangeSince2014Percent,0.33262905232503626
medicaidEnrollmentExpansionPercent,agriculturalLandAcres,0.32947814369940487
puvValuationDeferred,numberOfFarmsChangeSince2017Percent,0.32732204005870447
Area (Square Mile),adultsWithoutHSDiplomaTotal,0.3273145982876612
overDoseDeathsPerHundredThousand,uninsuredResidents2020Percent,0.3272090739610073
numberOfFarmsChangeSince2017Percent,medianAgeChangePercent,0.32408755101694603
childPovertyTotal,numberOfFarms,0.3227367133344674
uninsuredResidents2021Percent,over65ChangeSince2014Percent,0.32218125004298803
PropertyValuationTotal,under18Percent,0.32138383956082994
Area (Square Mile),populationPercentOfState,0.3210825426418059
Area (Square Mile),population,0.3209613920394117
childPovertyTotal,medianAgeChangePercent,0.32062934341281246
drugOverdoseEmergenciesPerHundredThousand,adultsWithoutHSDiplomaTotal,0.3189270340588042
numberOfFarms,population,0.3184691105284337
numberOfFarms,populationPercentOfState,0.3184519657336738
puvDeferredShare,uninsuredResidents2020Percent,0.3183597333316888
propertyTaxPerCapita,educationalAttainmentGoal2030,0.3182027712873086
Long,agriculturalLandChangeSince2017Percent,0.31685904743112553
overDoseDeathsPerHundredThousand,medicaidEnrollmentTraditionalPercent,0.31640224610956136
preKEnrollment2023Percent,medianAge,0.3132890488206705
medicaidEnrollmentExpansionPercent,under18ChangeSince2014Percent,0.3116188268212259
adultsWithoutHSDiplomaPercent,numberOfFarmsChangeSince2017Percent,0.3108374781457245
Lat,puvDeferredShare,0.3108162484413537
propertyTaxPerCapita,over65in2024Percent,0.30999759857026493
localSalesTaxRate,k12FundingADM,0.3092031117686136
PropertyValuationPerCapita,preKEnrollment2023Percent,0.30818902192644965
educationalAttainmentPercent,numberOfFarms,0.3079360386611291
PropertyValuationPerCapita,populationPercentOfState,0.30789795566761663
PropertyValuationPerCapita,population,0.3076491354459598
localSalesTaxRate,under18Percent,0.3072433150342531
uninsuredResidents2020Percent,under18Percent,0.30586716053870094
Area (Square Mile),youthOpportunity2022Percent,0.30575523862019893
puvDeferredShare,medicaidEnrollmentExpansionPercent,0.30168574013573485
Long,childPovertyPercent,0.29976634559776105
localSalesTaxRate,medianAgeChangePercent,0.2996911420861854
Area (Square Mile),drugOverdoseEmergenciesTotal,0.2992834728824642
Area (Square Mile),medicaidEnrollmentTraditionalPercent,0.29713951693096385
broadbandInternetAccess2022Percent,numberOfFarms,0.29623246027379735
localSalesTaxRate,under18ChangeSince2014Percent,0.2960534898445985
uninsuredResidents2021Percent,preKEnrollment2023Percent,0.29374181665514626
uninsuredResidents2020Percent,youthOpportunity2022Percent,0.2925063524658989
foodInsecurity2021Percent,under18Percent,0.29236872342500286
Area (Square Mile),educationalAttainmentGoal2030,0.29224640392227813
PropertyValuationPerCapita,adultsWithoutHSDiplomaTotal,0.29053623188806765
under18ChangeSince2014Percent,populationChangeSince2014,0.2897507339989684
youthOpportunity2019Percent,under18ChangeSince2014Percent,0.28920863019705906
Area (Square Mile),propertyTaxTotalLevy,0.2880798126353451
averageWeeklyWageAsPercentofStateAverage,numberOfFarms,0.2876404485144055
averageWeeklyWage,numberOfFarms,0.2876404485144055
drugOverdoseEmergenciesPerHundredThousand,youthOpportunity2019Percent,0.286531091513523
puvValuationDeferred,agriculturalLandChangeSince2017Percent,0.2864769577938975
propertyTaxLevy,preKEnrollment2022Percent,0.2847426952184739
Area (Square Mile),k12Funding,0.2844755456876871
uninsuredResidents2021Percent,youthOpportunity2019Percent,0.28361592707261685
propertyTaxPerCapita,over65ChangeSince2014Percent,0.28293197206483717
propertyTaxRate,agriculturalLandChangeSince2017Percent,0.2827693355475878
Long,under18ChangeSince2014Percent,0.2813331757641022
overDoseDeathsTotal,overDoseDeathsPerHundredThousand,0.2810068756001183
agriculturalLandChangeSince2017Percent,medianAgeChangePercent,0.2807687635897117
Area (Square Mile),PropertyValuationTotal,0.27827974377022135
propertyTaxPerCapita,medianAgeChangePercent,0.2781773109295536
uninsuredResidents2020Percent,over65ChangeSince2014Percent,0.27793729171222537
foodInsecurity2022Percent,under18Percent,0.2773845514115089
uninsuredResidents2021Percent,over65in2024Percent,0.27696106032794104
veteranPercent,medianAge,0.2763504110368896
computingDeviceAccess2019Percent,numberOfFarms,0.27553628607723113
foodInsecurity2022Percent,preKEnrollment2022Percent,0.2750728942093638
computingDeviceAccess2022Percent,numberOfFarms,0.2748460832908271
propertyTaxPerCapita,populationPercentOfState,0.27288385173479385
numberOfFarms,medianAgeChangePercent,0.2727902499230247
propertyTaxPerCapita,population,0.27251947896478174
educationalAttainmentGoal2030,numberOfFarms,0.2724418373024545
overDoseDeathsPerHundredThousand,under18Percent,0.2714827648974391
drugOverdoseEmergenciesPerHundredThousand,adultsWithoutHSDiplomaPercent,0.27119805270574177
childPovertyPercent,over65ChangeSince2014Percent,0.2711721491400352
PropertyValuationPerCapita,averageWeeklyWage,0.27049554603301085
PropertyValuationPerCapita,averageWeeklyWageAsPercentofStateAverage,0.27049554603301085
propertyTaxPerCapita,averageWeeklyWage,0.2701981652453766
propertyTaxPerCapita,averageWeeklyWageAsPercentofStateAverage,0.2701981652453766
PropertyValuationPerCapita,veteranPercent,0.2701944296646975
agriculturalLandChangeSince2017Percent,under18Percent,0.2698038105973765
propertyTaxTotalLevy,numberOfFarms,0.26733728768905857
foodInsecurity2022Percent,agriculturalLandAcres,0.2666957902143577
puvDeferredShare,over65in2024Percent,0.26667917672251673
drugOverdoseEmergenciesPerHundredThousand,agriculturalLandChangeSince2017Percent,0.26594685785368233
Long,preKEnrollment2023Percent,0.2649758092287679
childPovertyPercent,over65in2024Percent,0.26463671238970343
k12Funding,numberOfFarms,0.26424681035203695
puvDeferredShare,agriculturalLandChangeSince2017Percent,0.26374093330808135
propertyTaxPerCapita,adultsWithoutHSDiplomaTotal,0.263250279414889
broadbandInternetAccess2019Percent,numberOfFarms,0.26277646829499607
k12FundingADM,medianAge,0.26233064386833177
propertyTaxRate,preKEnrollment2023Percent,0.26175575135652357
adultsWithoutHSDiplomaPercent,agriculturalLandChangeSince2017Percent,0.2616720858464677
youthOpportunity2022Percent,under18ChangeSince2014Percent,0.26153718908460605
medicaidEnrollmentExpansionPercent,over65ChangeSince2014Percent,0.25987270862905587
Area (Square Mile),medicaidEnrollmentExpansionPercent,0.258534097756303
drugOverdoseEmergenciesPerHundredThousand,uninsuredResidents2020Percent,0.25849632774251324
drugOverdoseEmergenciesPerHundredThousand,youthOpportunity2022Percent,0.2578015847161126
overDoseDeathsPerHundredThousand,youthOpportunity2019Percent,0.2574979133043974
agriculturalLandChangeSince2017Percent,under18ChangeSince2014Percent,0.25668492329387155
Area (Square Mile),Gdp2021,0.256434970309419
perCapitaIncome,numberOfFarms,0.2561858419708508
perCapitaIncomeAsPercentofStatePCI,numberOfFarms,0.2561858419708508
propertyTaxLevy,agriculturalLandChangeSince2017Percent,0.25606360604963607
Area (Square Mile),gdp2022,0.2559734629232647
drugOverdoseEmergenciesPerHundredThousand,numberOfFarms,0.2559391549878013
numberOfFarmsChangeSince2017Percent,under18ChangeSince2014Percent,0.2546262604240426
foodInsecurity2021Percent,preKEnrollment2022Percent,0.2516516679910146
medicaidEnrollmentExpansionPercent,over65in2024Percent,0.25129159974671406
PropertyValuationTotal,numberOfFarms,0.2512803734608359
childPovertyTotal,agriculturalLandChangeSince2017Percent,0.25107241504441885
numberOfFarmsChangeSince2017Percent,under18Percent,0.2508000008752199
uninsuredResidents2021Percent,youthOpportunity2022Percent,0.2498171093096078
PropertyValuationPerCapita,drugOverdoseEmergenciesTotal,0.24911086954714468
Area (Square Mile),youthOpportunity2019Percent,0.24761676204764674
drugOverdoseEmergenciesPerHundredThousand,Gdp2021,0.24748851987767964
uninsuredResidents2020Percent,preKEnrollment2022Percent,0.24685122211595834
drugOverdoseEmergenciesPerHundredThousand,gdp2022,0.24610441500134778
drugOverdoseEmergenciesPerHundredThousand,childPovertyPercent,0.24592053076611364
overDoseDeathsTotal,agriculturalLandChangeSince2017Percent,0.24541714815889043
drugOverdoseEmergenciesPerHundredThousand,populationPercentOfState,0.24539939601258853
drugOverdoseEmergenciesPerHundredThousand,population,0.24531259485290205
adultsWithoutHSDiplomaPercent,preKEnrollment2023Percent,0.24492075734062171
agriculturalLandChangeSince2017Percent,populationChangeSince2014,0.2442203789950853
localSalesTaxRate,numberOfFarms,0.24330805118598192
numberOfFarms,under18Percent,0.2426866533942947
drugOverdoseEmergenciesPerHundredThousand,numberOfFarmsChangeSince2017Percent,0.24157120160663625
Area (Square Mile),adultsWithoutHSDiplomaPercent,0.24041368306022587
adultsWithoutHSDiplomaTotal,agriculturalLandChangeSince2017Percent,0.24013303726332708
uninsuredResidents2021Percent,preKEnrollment2022Percent,0.23697370340723237
PropertyValuationTotal,agriculturalLandChangeSince2017Percent,0.23695521884375392
broadbandInternetAccess2019Percent,under18ChangeSince2014Percent,0.2364513173511984
drugOverdoseEmergenciesTotal,agriculturalLandChangeSince2017Percent,0.23596454589021437
PropertyValuationTotal,drugOverdoseEmergenciesPerHundredThousand,0.23356283987306464
puvDeferredShare,over65ChangeSince2014Percent,0.23331059587941563
Lat,propertyTaxLevy,0.233155448382968
foodInsecurity2021Percent,veteranPercent,0.2297519718712128
foodInsecurity2021Percent,preKEnrollment2023Percent,0.22964734624250327
agriculturalLandChangeSince2017Percent,populationPercentOfState,0.22840997424835896
puvValuationDeferred,PropertyValuationPerCapita,0.22839038222023067
medicaidEnrollmentExpansionPercent,veteranPercent,0.22838540085334663
agriculturalLandChangeSince2017Percent,population,0.22824005478499645
broadbandInternetAccess2019Percent,numberOfFarmsChangeSince2017Percent,0.22728347363336246
Long,preKEnrollment2022Percent,0.22650821989725328
adultsWithoutHSDiplomaPercent,under18ChangeSince2014Percent,0.22622969333335222
puvDeferredShare,medianAge,0.22574437725959068
overDoseDeathsPerHundredThousand,uninsuredResidents2021Percent,0.22568531544545317
veteranPercent,under18Percent,0.22467232961691386
averageWeeklyWage,numberOfFarmsChangeSince2017Percent,0.22416077375435747
averageWeeklyWageAsPercentofStateAverage,numberOfFarmsChangeSince2017Percent,0.22416077375435747
foodInsecurity2022Percent,preKEnrollment2023Percent,0.22380511528030153
uninsuredResidents2020Percent,over65in2024Percent,0.22348657684494871
broadbandInternetAccess2022Percent,under18ChangeSince2014Percent,0.22295714313208984
averageWeeklyWage,agriculturalLandChangeSince2017Percent,0.22229732430540466
averageWeeklyWageAsPercentofStateAverage,agriculturalLandChangeSince2017Percent,0.22229732430540466
foodInsecurity2021Percent,agriculturalLandAcres,0.22227779232266945
preKEnrollment2022Percent,childPovertyPercent,0.22214620225784923
PropertyValuationPerCapita,preKEnrollment2022Percent,0.22186830635153187
Long,Area (Square Mile),0.2214018886664925
Long,propertyTaxPerCapita,0.22111364110034049
Gdp2021,agriculturalLandChangeSince2017Percent,0.2205809881768572
youthOpportunity2019Percent,preKEnrollment2022Percent,0.2196302715444579
educationalAttainmentGoal2030,agriculturalLandChangeSince2017Percent,0.21940040390225982
gdp2022,agriculturalLandChangeSince2017Percent,0.21929871843145257
overDoseDeathsPerHundredThousand,under18ChangeSince2014Percent,0.21866575794831497
numberOfFarmsChangeSince2017Percent,agriculturalLandAcres,0.21809788741822994
drugOverdoseEmergenciesPerHundredThousand,educationalAttainmentGoal2030,0.2174506781369887
k12Funding,agriculturalLandChangeSince2017Percent,0.21671837328165985
propertyTaxPerCapita,populationChangeSince2014,0.2165212949457931
uninsuredResidents2021Percent,under18Percent,0.21556042697084238
propertyTaxTotalLevy,drugOverdoseEmergenciesPerHundredThousand,0.21528611335343262
childPovertyPercent,agriculturalLandChangeSince2017Percent,0.2144302816396673
propertyTaxPerCapita,computingDeviceAccess2022Percent,0.21365849024554823
propertyTaxPerCapita,computingDeviceAccess2019Percent,0.21365590861435377
Long,medicaidEnrollmentTraditionalPercent,0.2130279407032168
foodInsecurity2022Percent,veteranPercent,0.21290147501067774
educationalAttainmentPercent,numberOfFarmsChangeSince2017Percent,0.21263835779475151
k12FundingADM,over65in2024Percent,0.21240058431479514
Area (Square Mile),overDoseDeathsPerHundredThousand,0.21230235506205872
PropertyValuationPerCapita,overDoseDeathsTotal,0.21219248401720595
gdp2022,numberOfFarms,0.21179694971263593
youthOpportunity2019Percent,preKEnrollment2023Percent,0.21174548639939572
Gdp2021,numberOfFarms,0.2116557657875446
propertyTaxTotalLevy,agriculturalLandChangeSince2017Percent,0.2115965961618702
foodInsecurity2022Percent,medianAge,0.210704118348709
over65in2024Percent,medianAgeChangePercent,0.21027298986408377
localSalesTaxRate,computingDeviceAccess2019Percent,0.20991879099894478
localSalesTaxRate,broadbandInternetAccess2019Percent,0.2088940673323226
Lat,preKEnrollment2022Percent,0.2088700980408193
computingDeviceAccess2019Percent,agriculturalLandChangeSince2017Percent,0.20877333578090312
uninsuredResidents2020Percent,agriculturalLandAcres,0.20832343053924124
drugOverdoseEmergenciesPerHundredThousand,k12Funding,0.20831928206654302
computingDeviceAccess2022Percent,numberOfFarmsChangeSince2017Percent,0.2073172483100144
propertyTaxPerCapita,drugOverdoseEmergenciesTotal,0.20731547525350366
broadbandInternetAccess2019Percent,agriculturalLandChangeSince2017Percent,0.20707986326189487
overDoseDeathsPerHundredThousand,youthOpportunity2022Percent,0.2069262768104873
overDoseDeathsPerHundredThousand,drugOverdoseEmergenciesTotal,0.2059864613446975
propertyTaxPerCapita,adultsWithoutHSDiplomaPercent,0.20499255154403007
numberOfFarms,agriculturalLandChangeSince2017Percent,0.2043462512999046
puvValuationDeferred,propertyTaxPerCapita,0.20397039168521244
uninsuredResidents2021Percent,medianAge,0.20368155320469916
propertyTaxLevy,preKEnrollment2023Percent,0.20344323791929317
computingDeviceAccess2022Percent,agriculturalLandChangeSince2017Percent,0.2013418353846842
localSalesTaxRate,populationChangeSince2014,0.20103214912195583
educationalAttainmentPercent,agriculturalLandChangeSince2017Percent,0.20101677925454473
localSalesTaxRate,computingDeviceAccess2022Percent,0.20059646994303248
overDoseDeathsPerHundredThousand,preKEnrollment2023Percent,0.2001585228968809
agriculturalLandChangeSince2017Percent,medianAge,0.2000063176092329
childPovertyTotal,agriculturalLandAcres,0.19886695275623614
propertyTaxPerCapita,propertyTaxRate,0.19752612935668923
foodInsecurity2022Percent,agriculturalLandChangeSince2017Percent,0.19718695782056755
drugOverdoseEmergenciesPerHundredThousand,uninsuredResidents2021Percent,0.19713016870219194
overDoseDeathsPerHundredThousand,agriculturalLandChangeSince2017Percent,0.19689440975956818
Long,adultsWithoutHSDiplomaPercent,0.1967496347461625
PropertyValuationPerCapita,childPovertyTotal,0.1966387680350278
localSalesTaxRate,drugOverdoseEmergenciesPerHundredThousand,0.19595750445544816
numberOfFarmsChangeSince2017Percent,veteranPercent,0.1954126337738314
youthOpportunity2022Percent,preKEnrollment2022Percent,0.1948018013006017
uninsuredResidents2020Percent,numberOfFarmsChangeSince2017Percent,0.19383119657889789
PropertyValuationTotal,numberOfFarmsChangeSince2017Percent,0.19349063579007528
Lat,propertyTaxRate,0.1931389801333241
adultsWithoutHSDiplomaTotal,numberOfFarmsChangeSince2017Percent,0.19216362839687665
adultsWithoutHSDiplomaTotal,agriculturalLandAcres,0.1917148055202687
broadbandInternetAccess2022Percent,numberOfFarmsChangeSince2017Percent,0.19118106875808394
drugOverdoseEmergenciesPerHundredThousand,averageWeeklyWage,0.1906684280063874
drugOverdoseEmergenciesPerHundredThousand,averageWeeklyWageAsPercentofStateAverage,0.1906684280063874
childPovertyPercent,veteranPercent,0.19039549192748617
overDoseDeathsPerHundredThousand,over65ChangeSince2014Percent,0.1892887255253954
computingDeviceAccess2019Percent,numberOfFarmsChangeSince2017Percent,0.18915101701886305
foodInsecurity2021Percent,medianAge,0.1889622274392458
perCapitaIncome,under18ChangeSince2014Percent,0.1884805532404945
perCapitaIncomeAsPercentofStatePCI,under18ChangeSince2014Percent,0.1884805532404945
numberOfFarmsChangeSince2017Percent,populationPercentOfState,0.18823089376493263
overDoseDeathsTotal,numberOfFarmsChangeSince2017Percent,0.18817813522972862
numberOfFarmsChangeSince2017Percent,population,0.18799519835048598
youthOpportunity2022Percent,preKEnrollment2023Percent,0.18662624838855468
adultsWithoutHSDiplomaTotal,adultsWithoutHSDiplomaPercent,0.18556896904551073
Area (Square Mile),agriculturalLandChangeSince2017Percent,0.18553790064835238
overDoseDeathsPerHundredThousand,childPovertyPercent,0.18540014464267152
overDoseDeathsPerHundredThousand,adultsWithoutHSDiplomaPercent,0.1846521840869521
propertyTaxRate,drugOverdoseEmergenciesPerHundredThousand,0.18460024264279973
preKEnrollment2023Percent,agriculturalLandChangeSince2017Percent,0.18454738376081722
drugOverdoseEmergenciesTotal,numberOfFarmsChangeSince2017Percent,0.18378116368689956
propertyTaxPerCapita,veteranPercent,0.18330799031782902
k12Funding,numberOfFarmsChangeSince2017Percent,0.1832849517775404
overDoseDeathsPerHundredThousand,over65in2024Percent,0.18282941230577185
drugOverdoseEmergenciesPerHundredThousand,agriculturalLandAcres,0.1823323592504894
Area (Square Mile),medianAgeChangePercent,0.1817914164817342
drugOverdoseEmergenciesPerHundredThousand,veteranPercent,0.1808206738941463
Area (Square Mile),perCapitaIncome,0.18035411809933785
Area (Square Mile),perCapitaIncomeAsPercentofStatePCI,0.18035411809933785
propertyTaxTotalLevy,numberOfFarmsChangeSince2017Percent,0.17988625856744722
foodInsecurity2021Percent,agriculturalLandChangeSince2017Percent,0.17947414686356036
Area (Square Mile),averageWeeklyWage,0.1788730732681203
Area (Square Mile),averageWeeklyWageAsPercentofStateAverage,0.1788730732681203
educationalAttainmentGoal2030,numberOfFarmsChangeSince2017Percent,0.17863802021962605
agriculturalLandChangeSince2017Percent,over65ChangeSince2014Percent,0.17797618801724216
propertyTaxPerCapita,uninsuredResidents2021Percent,0.17743292231630012
preKEnrollment2023Percent,childPovertyPercent,0.17694041788609766
propertyTaxRate,numberOfFarmsChangeSince2017Percent,0.17638921169728264
PropertyValuationPerCapita,uninsuredResidents2020Percent,0.17631591009258663
puvValuationDeferred,drugOverdoseEmergenciesPerHundredThousand,0.1758805054259056
Long,k12FundingADM,0.1755503014204176
Gdp2021,numberOfFarmsChangeSince2017Percent,0.1750855299454769
gdp2022,numberOfFarmsChangeSince2017Percent,0.1748346630304154
Area (Square Mile),propertyTaxLevy,0.17446408360305574
puvDeferredShare,under18Percent,0.17309139760995665
overDoseDeathsPerHundredThousand,numberOfFarmsChangeSince2017Percent,0.17258937459589604
propertyTaxPerCapita,childPovertyTotal,0.17233656241444745
childPovertyTotal,numberOfFarmsChangeSince2017Percent,0.17224205127100747
propertyTaxPerCapita,broadbandInternetAccess2022Percent,0.17214512702117182
uninsuredResidents2021Percent,agriculturalLandAcres,0.17189657196429253
medicaidEnrollmentExpansionPercent,preKEnrollment2022Percent,0.1715217700395258
propertyTaxPerCapita,propertyTaxLevy,0.1708469544504038
Long,perCapitaIncome,0.17054897728719504
Long,perCapitaIncomeAsPercentofStatePCI,0.17054897728719504
computingDeviceAccess2019Percent,under18ChangeSince2014Percent,0.1702978064022867
adultsWithoutHSDiplomaPercent,preKEnrollment2022Percent,0.17016840153528032
youthOpportunity2022Percent,medianAge,0.1696389679572651
Area (Square Mile),foodInsecurity2022Percent,0.16810693039333802
adultsWithoutHSDiplomaPercent,numberOfFarms,0.16798405946706407
localSalesTaxRate,numberOfFarmsChangeSince2017Percent,0.16679762563098346
overDoseDeathsPerHundredThousand,childPovertyTotal,0.16645284992701953
propertyTaxPerCapita,uninsuredResidents2020Percent,0.16628419922446477
propertyTaxLevy,drugOverdoseEmergenciesPerHundredThousand,0.1646898902342553
educationalAttainmentPercent,under18ChangeSince2014Percent,0.163415330379339
agriculturalLandChangeSince2017Percent,over65in2024Percent,0.16186223861609564
preKEnrollment2022Percent,agriculturalLandChangeSince2017Percent,0.16158356293845333
broadbandInternetAccess2022Percent,agriculturalLandChangeSince2017Percent,0.1610215437587979
localSalesTaxRate,agriculturalLandChangeSince2017Percent,0.16090370813614488
numberOfFarmsChangeSince2017Percent,medianAge,0.15992060737033625
k12FundingADM,agriculturalLandChangeSince2017Percent,0.15913130988725369
Area (Square Mile),uninsuredResidents2020Percent,0.15840377579961726
uninsuredResidents2020Percent,agriculturalLandChangeSince2017Percent,0.1582181690397814
under18ChangeSince2014Percent,medianAgeChangePercent,0.15795362831038645
k12FundingADM,preKEnrollment2022Percent,0.15789942030894652
k12FundingADM,preKEnrollment2023Percent,0.15728769058357525
computingDeviceAccess2019Percent,veteranPercent,0.1571075682065141
propertyTaxLevy,numberOfFarmsChangeSince2017Percent,0.15700418959165488
Lat,youthOpportunity2019Percent,0.15617529668502222
uninsuredResidents2020Percent,under18ChangeSince2014Percent,0.15590212991410318
localSalesTaxRate,broadbandInternetAccess2022Percent,0.15543739135213397
medianAge,populationChangeSince2014,0.1553831500723945
